LotArea,YearBuilt,YearRemodAdd,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,TotRmsAbvGrd
7892,1979,1979,918,0,2,2,5
11639,2007,2008,1428,0,2,3,6
11414,1910,1993,1136,883,1,3,8
2651,2000,2000,673,709,2,3,6
5900,1923,1958,869,0,1,2,4
4274,2006,2007,1241,0,1,1,4
9450,1954,1954,894,0,1,3,5
8816,1963,1963,1121,0,1,3,5
12122,1961,2007,999,0,1,3,6
12203,1998,1999,1276,1336,2,4,8
3182,2007,2007,1266,0,2,2,6
11250,2002,2002,1149,1141,2,4,9
10125,1977,1977,1302,432,2,4,8
10880,1950,1950,1164,0,1,3,5
5310,1910,2003,1001,634,1,2,5
10159,2009,2010,1940,0,2,3,8
12046,1976,1976,1118,912,2,4,8
8125,2006,2006,778,798,2,3,6
9452,1997,1998,1407,985,2,3,7
17671,1882,1986,916,826,1,4,8
9760,1964,1993,1020,831,2,3,7
8846,2005,2006,750,750,2,3,6
12456,2006,2007,1718,0,2,3,7
4712,1946,1950,774,456,1,3,5
10659,1961,1961,1050,0,1,3,6
11717,1970,1970,1442,0,2,2,6
9786,1922,1950,1077,0,1,3,6
6762,2006,2006,1208,0,2,2,6
10206,1952,1952,944,0,1,2,4
5400,1920,1950,691,0,1,2,4
11957,2006,2006,1574,0,2,3,7
11500,1976,1976,1680,0,2,4,8
3182,2005,2006,1504,0,2,1,7
8385,1977,1977,985,0,2,3,6
12155,1970,1970,1657,0,2,3,7
2217,1970,1970,546,546,1,3,6
12118,2004,2005,1710,0,2,3,7
6000,1926,1950,1008,0,2,4,7
21286,1948,1950,720,551,2,4,7
9825,1965,1965,1664,0,2,4,8
10592,1923,1996,900,602,1,3,7
7200,1910,2006,1022,0,1,2,4
11664,1948,1950,1082,0,1,2,5
8400,2001,2001,810,855,2,3,6
11883,1996,1996,1504,0,2,3,6
5814,1984,1984,1360,0,1,1,4
10784,1991,1992,802,670,2,3,7
3013,2005,2005,1506,0,2,2,6
7024,2005,2005,1132,0,1,2,5
7406,2006,2006,1220,0,2,2,6
9439,1930,1950,912,336,1,2,6
3182,2005,2006,1504,0,2,2,7
15498,1976,1976,2898,0,2,2,10
7700,1972,1972,882,0,1,3,5
9300,1960,1960,1264,0,1,3,6
9520,2007,2008,1646,0,2,3,7
9492,1941,1950,968,408,1,3,6
1680,1972,1972,672,546,1,3,7
7082,1916,1995,948,980,2,5,10
15863,1920,1970,1687,998,2,5,12
14541,1993,1993,1352,1168,2,5,10
8125,2002,2002,1654,0,2,3,6
6305,1938,1950,954,0,1,2,5
11500,1957,1957,845,0,1,3,5
12898,2007,2008,1620,0,2,2,6
9240,2001,2002,1055,1208,2,3,7
1533,1970,2008,798,546,1,3,6
1477,1970,1970,630,0,1,1,3
13125,1957,2000,1803,0,2,3,8
9130,1966,2000,800,832,1,4,7
5381,2005,2005,1306,0,2,1,5
11839,1990,1990,1532,797,2,4,10
9600,1981,1981,2524,0,2,4,9
13680,1955,1955,1733,0,2,4,8
16056,2005,2006,1992,876,3,4,11
9245,1994,1995,990,0,1,3,5
21750,1960,2006,1771,0,1,3,9
11100,1946,2006,930,0,1,2,6
8993,2007,2007,1302,0,2,3,6
11175,2007,2007,1316,0,2,3,6
9500,1964,1978,1127,850,1,4,9
8562,1957,2002,1526,0,1,4,7
11367,2002,2002,1091,898,2,3,7
11361,1976,1976,1523,0,2,3,7
7052,2005,2005,1364,0,2,2,6
29959,1994,1994,979,871,2,3,7
11308,2008,2008,1130,1054,2,3,10
11275,1932,1950,1096,895,1,3,7
4920,2001,2001,1338,0,2,2,6
18000,1935,1950,894,0,1,2,6
13600,1900,1950,1422,915,2,5,10
6000,1925,1980,1103,0,1,2,5
11000,1966,1966,1154,0,1,3,6
14000,1996,1997,1306,954,2,3,7
7837,1993,1994,799,772,2,3,7
9760,1964,1964,798,813,1,4,7
3964,1973,1973,1291,1230,2,5,10
9600,1949,2003,893,0,1,2,4
10152,1956,1956,1048,0,1,3,6
11700,1968,1968,829,727,1,4,8
7585,1948,1950,1002,454,1,4,7
7950,1977,1977,698,728,1,3,6
8556,2006,2006,1240,0,2,2,5
13125,1940,1984,960,780,1,3,6
10800,1936,1989,1096,370,2,3,7
15870,1969,1969,1096,0,1,3,6
4435,2004,2004,848,0,1,1,3
8775,1994,1994,990,0,1,3,5
11040,1971,2004,1258,0,2,3,5
7500,1963,1963,1040,0,1,3,5
8749,2002,2002,1459,0,2,3,6
8800,1964,1964,1251,0,1,3,6
13031,1995,1996,691,807,2,3,6
9069,1992,1992,996,0,1,2,5
1974,1973,1973,546,546,1,3,6
10574,2005,2006,1082,871,2,3,9
2522,2004,2004,970,739,2,3,7
3316,2005,2005,1247,0,1,1,4
8544,1950,1950,1040,0,2,2,6
2160,1999,2000,624,628,2,2,4
8400,1925,1950,1390,304,2,4,7
9230,1965,1998,1200,0,1,1,6
5868,1956,2000,936,0,1,2,4
9317,2006,2006,1314,0,2,3,6
6882,1914,2006,773,582,1,3,7
3696,1986,1986,1088,0,1,2,5
6000,1936,1950,757,567,1,3,6
11880,1978,1978,1601,0,2,3,7
8400,1920,1950,438,0,1,1,3
9758,1971,1971,950,0,1,3,5
7000,1960,2002,1134,0,1,2,6
8910,1959,1959,1194,0,1,3,6
2016,1970,1970,630,672,2,3,6
12256,1994,1995,1500,1122,2,3,9
10357,1990,1991,1442,0,2,3,6
23257,2006,2006,887,1134,2,3,9
8063,2000,2000,948,742,2,3,7
11362,2004,2005,1836,0,2,3,7
8000,1995,1996,773,885,2,3,8
10480,1976,1976,1098,866,2,4,8
7100,1957,1957,816,0,1,2,5
8923,1953,2006,1008,0,1,2,6
5400,1954,2000,833,0,1,2,4
12085,2007,2007,1734,0,2,3,7
7750,2002,2002,779,640,2,3,7
9764,1967,2003,894,0,1,3,5
13825,1958,1987,1021,580,1,3,6
7560,1959,1959,1040,0,1,3,6
8263,1920,1950,1012,0,1,2,6
10084,2005,2006,1552,0,2,3,7
8926,1956,1956,960,0,1,3,5
9405,1947,2008,698,0,1,2,4
9125,1992,1992,812,670,2,3,7
10434,1955,1955,1005,0,1,2,5
3684,2007,2007,1555,0,2,2,7
14572,2004,2004,1530,0,2,3,7
11796,2004,2005,847,1112,2,4,8
7200,1980,1980,936,0,1,2,4
7804,1928,1950,1328,653,2,4,7
10712,1991,1992,974,0,1,3,5
9900,1880,1950,1178,1032,2,5,8
9828,1995,1995,1142,878,2,3,8
8773,1997,1997,916,684,2,3,7
6180,1926,1950,986,0,1,2,5
9600,1950,1950,1032,220,1,3,6
6342,1875,1996,780,240,1,2,6
9819,1977,1977,1567,0,2,2,5
8731,1920,1950,1167,0,1,3,6
7350,1951,1951,952,0,1,2,4
10304,1976,1976,1088,780,2,4,9
9965,2006,2007,1466,1362,3,4,11
9000,1959,1959,1006,0,1,3,5
12180,1941,1950,672,252,1,2,5
6240,1928,1950,1042,534,1,3,8
11200,1985,1985,1298,0,2,3,5
12000,1941,1950,860,704,1,3,7
5700,1926,1950,572,539,1,2,5
9000,1920,1988,832,650,1,3,7
8280,1950,1950,932,0,1,2,4
17755,1959,1959,1466,0,1,3,6
14115,1956,2004,1811,0,1,2,6
5890,1930,2007,816,0,1,2,5
13700,1965,1988,902,918,1,4,8
10768,1976,2004,1437,0,2,3,6
9350,1965,1999,1265,0,2,3,6
5001,2007,2008,1314,0,2,2,6
11932,2007,2008,1580,0,2,3,7
9120,1974,1974,943,933,2,4,8
2280,1978,1978,855,601,2,3,7
14778,1954,2006,1640,0,1,3,7
8724,1968,1968,894,0,1,3,5
12900,1969,1969,1258,0,0,0,6
16157,1978,1978,1432,0,1,2,5
9541,2009,2009,1502,0,2,3,7
10475,2008,2008,1694,0,2,3,7
10852,2000,2000,959,712,2,3,7
13728,1935,1986,1236,872,2,4,7
35760,1995,1996,1831,1796,3,4,10
9880,1977,1977,1118,0,1,3,6
9120,1958,1958,1261,0,1,3,6
4017,2006,2007,625,625,2,2,5
18030,1946,1994,1636,971,3,3,12
16560,1932,1950,1170,1175,2,4,9
10678,1992,2000,2129,743,2,4,9
6951,1984,1985,923,0,1,3,5
3950,1926,2004,818,406,1,3,5
7681,1921,1950,820,523,1,3,7
8335,1954,1954,1124,0,1,3,5
11170,1990,1991,1298,1216,2,4,8
5587,2008,2008,1652,0,2,2,5
15623,1996,1996,2411,2065,3,4,10
10800,1920,1950,1130,0,1,2,5
35133,1963,1963,1572,0,1,3,5
9738,1924,1950,949,272,1,4,7
10615,1900,1970,1014,685,2,3,7
12461,1994,1995,1624,0,2,2,5
8935,2002,2002,831,829,2,3,7
7500,1999,1999,1028,776,2,3,7
32463,1961,1975,1622,0,1,3,7
2645,1999,2000,764,677,2,2,5
9600,1925,1994,842,630,1,3,6
4500,1999,1999,1224,0,2,2,5
9364,1969,1969,663,689,1,4,7
8029,2005,2005,728,728,2,3,8
14054,2006,2006,879,984,2,4,9
8850,1916,1950,815,875,1,3,7
9100,2001,2001,1212,0,2,3,6
11235,1963,1979,1382,0,1,3,6
9353,1970,1970,864,0,1,3,5
10400,1998,1998,866,913,2,3,6
6000,1925,1997,884,464,1,3,5
9750,2000,2001,1630,0,2,3,6
10140,1975,1975,1074,0,1,3,6
14684,1990,1991,2196,0,2,3,7
8900,1966,1966,1056,0,1,2,5
9135,2003,2003,1700,0,2,3,7
7763,1962,1980,1283,0,1,3,6
10182,2006,2006,1660,0,2,3,8
11218,1992,1992,1055,790,2,3,8
12134,1988,2005,1080,672,2,4,8
9340,1941,1950,672,0,1,2,4
10246,1965,2001,960,0,0,0,3
10205,1962,1962,999,0,1,3,6
7094,1966,1966,894,0,1,3,5
8930,1978,1978,1318,584,2,4,8
8640,2009,2009,1314,0,2,3,6
6240,1947,1950,672,240,1,2,3
1680,1971,1971,672,546,1,3,7
7800,1964,1964,912,0,1,2,5
8250,1968,1968,1211,0,1,3,5
10496,1949,1950,1168,678,2,3,7
10680,1951,1951,2136,0,2,4,7
15384,2004,2005,788,702,2,3,8
10482,1958,1958,1138,0,1,3,6
14598,2007,2007,894,1039,2,4,9
8872,1965,2008,912,0,1,2,5
8769,2008,2008,1702,0,1,1,7
7910,1960,1960,1507,0,2,4,7
18890,1977,1977,1361,1259,2,4,12
7728,1962,1962,1190,0,1,3,6
9842,1962,1962,1224,0,2,2,6
12160,1959,1959,1188,0,1,3,6
8525,1911,1950,1024,940,1,4,7
13132,1914,1950,892,892,1,4,9
2628,2003,2003,764,862,2,2,6
12393,2004,2005,847,1101,2,4,8
13072,2005,2005,1141,0,1,3,6
9037,2006,2006,1484,0,2,2,6
8158,2003,2003,884,884,2,3,8
9849,2007,2007,1689,0,2,3,7
10625,1974,1974,1173,0,2,3,6
13891,2006,2006,2076,0,2,2,7
11435,1929,1950,792,725,1,3,7
12090,1984,2003,1140,728,3,3,7
8125,2005,2006,756,797,2,3,6
12328,1976,1976,1034,0,1,3,6
9600,1917,1950,1134,924,1,3,8
7200,1950,1950,988,0,1,3,6
11160,1968,1968,2110,0,2,3,8
3136,2003,2003,1405,0,2,2,6
9858,1968,1968,874,0,1,3,5
17542,1974,2003,1516,651,2,3,9
6931,2003,2004,760,896,2,3,7
6240,1931,1950,959,408,1,3,6
14303,1994,1994,1987,0,2,2,7
4060,1922,1950,864,0,1,2,4
9587,2005,2005,1166,0,2,2,5
9750,1969,1969,1054,0,1,3,6
24682,1999,1999,892,783,2,3,7
9600,1956,1956,1050,0,1,2,5
11250,1957,1989,1104,684,1,5,8
13515,1919,1950,1060,764,1,3,8
4060,1998,1999,1337,0,2,2,5
3735,1999,1999,713,739,2,3,6
10120,1910,1950,964,925,1,4,9
13214,2008,2009,2018,0,2,3,10
14100,1935,1997,1968,1479,3,4,11
11344,1958,1958,874,650,1,3,7
23595,1979,1979,1332,192,0,0,4
9156,1968,1968,1489,0,2,3,7
13526,1965,1965,935,0,1,3,5
11512,1959,2006,1357,0,1,2,5
5362,1910,2003,661,589,2,3,8
11345,1948,1950,928,992,2,4,10
12936,1972,1972,735,660,1,3,6
17871,1967,1976,1724,0,1,3,7
9473,2002,2002,1128,903,2,3,7
7500,1920,1950,698,430,1,2,6
9808,2002,2002,1573,0,2,3,6
8049,1990,1990,1339,0,2,2,6
8800,1977,2008,1040,0,2,3,5
9400,1971,1971,912,912,2,4,8
9638,1919,1990,1699,748,2,4,10
6000,1939,1950,825,587,1,4,6
9790,1963,1963,1328,0,1,3,6
36500,1964,1964,1582,0,2,4,7
5664,2000,2000,1659,0,2,2,5
11065,2006,2006,1120,850,2,3,8
14112,1964,1964,1152,0,1,3,6
1680,1972,1972,630,672,2,3,6
6600,1892,1965,1378,994,2,4,11
10140,1976,1976,832,832,2,4,8
8172,1955,1990,864,0,1,2,5
8400,1968,1968,1052,0,1,3,5
8700,1963,1963,1128,0,2,3,6
3675,2005,2006,1072,0,2,2,5
63887,2008,2008,4692,950,2,3,12
7500,1959,1994,1246,0,1,3,6
10762,1999,1999,1005,978,2,3,9
7500,1942,1950,753,741,1,3,7
10120,1994,1994,1203,1323,2,4,8
8688,2005,2005,1616,0,2,3,7
3363,2004,2004,976,732,2,3,7
13173,2006,2007,1652,0,2,2,6
6955,2005,2006,1368,0,2,2,6
8072,1994,1995,990,0,1,3,5
12000,1948,2005,1122,0,1,2,6
7153,1991,1991,1294,0,2,3,6
17500,1959,2002,1902,0,2,3,7
8814,2005,2007,1274,0,2,3,6
9572,1990,1990,1453,1357,2,4,9
14774,1999,1999,1422,1177,2,4,10
8190,1954,1954,948,0,1,3,5
11075,1969,1969,1092,1020,2,4,9
10226,2008,2008,1630,0,2,3,8
4230,2006,2007,1352,0,2,2,5
14781,2001,2002,1787,0,2,3,7
10215,1954,1954,948,0,1,3,5
8400,1957,1957,1478,0,1,3,6
6627,1949,1950,720,0,1,2,4
10186,1992,1992,1061,862,2,3,8
5330,1940,1950,708,0,1,2,5
9986,2006,2007,1795,0,2,2,7
3636,1922,1950,796,0,1,2,5
4270,1931,2006,774,0,1,3,6
6600,1982,2008,816,0,1,3,5
10440,1920,1950,1584,1208,2,5,8
9084,1998,1998,955,677,2,3,8
10000,2006,2006,1588,0,2,3,7
10780,1976,1976,954,0,1,3,6
8877,1938,1958,816,0,1,2,3
7200,1938,1995,803,557,1,2,6
2368,1970,1970,765,600,1,3,7
9650,1977,1977,1334,0,2,2,6
9246,1973,1973,1656,0,2,4,8
4118,1941,1950,693,0,1,2,4
13450,2002,2002,920,941,2,3,8
9560,1972,1972,864,0,1,3,5
8294,1971,1971,872,0,1,3,5
13695,2003,2004,1114,0,1,3,6
9375,2002,2002,1284,885,2,3,7
7558,1928,1950,1172,741,1,3,9
11103,2006,2006,728,728,2,3,8
6000,1920,1950,960,0,1,2,5
20781,1968,2003,2156,0,2,3,9
15306,2006,2007,1776,0,2,3,7
16196,1998,1998,1494,0,2,3,5
5250,1872,1987,938,1215,2,4,8
11643,1969,1969,1338,1296,2,6,12
9247,1962,1962,858,858,1,4,8
6000,1937,2000,786,390,1,2,4
14720,1995,1996,2053,1185,2,4,9
10316,2000,2000,992,873,2,3,7
10192,1968,1992,1222,698,3,4,8
9477,1966,1966,892,0,1,3,5
12537,1971,2008,1078,0,1,3,6
2117,2000,2000,769,804,2,3,5
16737,2004,2005,1980,0,2,3,8
9842,1921,1998,990,1611,3,4,8
16158,2005,2005,1530,0,2,3,7
12513,1920,2007,1281,457,2,4,7
8499,2006,2007,616,796,2,3,6
3180,2005,2005,520,600,2,2,4
7500,2000,2000,814,860,2,3,7
9179,1999,1999,882,908,2,3,7
2665,1977,1977,925,550,2,4,6
4435,2003,2004,848,0,1,1,4
10635,2003,2003,1668,0,2,3,8
5400,1920,1950,840,534,1,2,6
9600,1955,1996,1661,0,1,3,8
9750,1998,1998,1108,989,2,3,8
11400,2001,2002,2633,0,2,2,8
10625,2005,2005,1026,932,2,3,9
10991,2007,2007,1571,0,2,3,7
6292,1930,1950,790,0,1,2,4
10998,1941,1960,984,620,2,3,6
1953,1973,1973,483,504,1,2,5
9735,2006,2007,754,640,2,3,7
8212,1914,1950,864,0,1,2,5
12925,1970,1970,2117,0,2,4,7
7200,1920,1950,998,764,1,4,8
25339,1918,2007,1416,0,2,3,7
9060,1939,1950,698,560,1,2,6
5436,1922,2007,796,358,1,3,7
16692,1978,1978,1392,1392,3,5,12
8520,1916,1950,1664,862,2,5,10
14892,2006,2007,1746,0,2,3,7
6000,1941,1950,869,349,1,3,6
9100,2000,2000,1525,0,2,3,6
8944,1967,1967,1584,0,2,4,8
7838,1967,1967,900,0,1,3,6
10800,1905,2000,1221,691,2,3,7
4045,2006,2006,1500,0,2,2,6
12665,2005,2006,1133,1349,2,4,9
57200,1948,1950,1687,0,1,3,7
6120,1920,2004,939,574,1,4,8
7200,1950,1982,1136,768,1,3,7
6171,1925,1990,1160,448,2,3,7
6000,1929,1950,950,208,1,3,5
7415,2004,2004,864,729,2,3,8
6762,2006,2006,1294,0,2,2,6
15256,2007,2007,1464,0,2,3,6
10410,1915,1950,694,520,1,3,6
3842,2004,2005,1646,0,2,2,5
8445,1972,2007,768,0,1,2,5
8780,1985,1985,833,0,1,3,5
7740,1910,1950,741,622,1,3,6
20544,1986,1991,1236,857,2,3,7
12420,2001,2001,944,896,2,3,6
9600,1950,2005,1112,556,1,3,6
7200,1949,1950,1040,0,2,2,6
10994,2005,2006,1844,0,2,2,7
13053,1923,2000,1053,795,1,4,8
3635,2007,2007,1569,0,2,1,7
11340,1885,1950,1246,1044,2,4,11
16545,1998,1998,1310,1140,2,3,7
9204,1963,1963,1144,0,1,3,6
16381,1969,1969,1844,0,2,3,7
11700,1968,1968,708,708,2,3,7
4043,1977,1977,1069,0,2,2,4
4435,2003,2003,848,0,1,1,3
19690,1966,1966,1575,626,2,4,8
9503,1958,1983,1344,0,1,2,6
10721,1959,1959,1252,0,1,3,7
10944,1994,1994,1223,904,2,3,5
10930,1945,1950,1048,510,1,3,6
7200,1940,1992,804,0,1,2,4
12546,1981,1981,1440,0,2,3,7
21930,2005,2005,734,1104,2,4,7
4928,1976,1976,958,0,2,2,5
10800,1927,2007,968,0,2,4,5
10261,2000,2000,962,830,2,3,8
17400,1977,1977,1126,0,2,3,5
8400,1962,2005,1537,0,1,3,7
9000,1971,1971,864,0,1,3,5
12444,2008,2008,1932,0,2,2,7
7407,1957,1996,1236,0,1,2,6
11584,1979,1979,1040,685,2,3,6
11526,1922,1994,1423,748,2,3,11
4426,2004,2004,848,0,1,1,3
11003,2008,2008,1026,981,2,3,10
8854,1916,1950,952,0,1,2,4
8500,2004,2004,1422,0,2,3,7
8400,1966,1966,913,0,1,3,6
26142,1962,1962,1188,0,1,3,6
10000,1995,1996,1220,870,2,3,8
11767,1910,2000,796,550,1,2,6
1533,1970,1970,630,0,1,1,3
9000,1974,1974,896,896,2,4,8
9262,2008,2009,1578,0,2,3,7
3675,2005,2005,1072,0,1,2,5
17217,2006,2006,1140,0,1,3,6
7500,2004,2005,1221,0,2,2,6
7917,1999,2000,953,694,2,3,7
13175,1978,1988,2073,0,2,3,7
9042,1941,2006,1188,1152,2,4,9
9717,1950,1996,1078,0,1,2,5
9937,1965,1965,1256,0,1,3,6
